title,price,layout,mount,hall_effect,hotswap,case_material,backlight,connectivity,screen,knob
Dell MK7982D,$185,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Delux RTS1 One Hand,$69,"100%,",n/a,yes,yes,n/a,yes,n/a,no,no
Denshi Electronic CRKBD Corne,$84,n/a,n/a,no,no,Alu case,no,n/a,no,no
Denshi Electronic CRKBD Corne High Profile,$79,n/a,n/a,no,no,Alu case,no,n/a,no,no
Denshi Electronic Corne Configured 2,$159,n/a,n/a,no,no,Alu case,no,n/a,no,no
Denshi Electronic Corne Configured 3,$176,n/a,n/a,no,no,Alu case,no,n/a,no,no
Denshi Electronic Corne High Profile Configured 1,$185,n/a,n/a,no,no,Alu case,no,n/a,no,no
Denshi Electronic Corne High Profile Configured 2,$185,n/a,n/a,no,no,Alu case,no,n/a,no,no
Denshi Electronic Corne High Profile Configured 3,$185,n/a,n/a,no,no,Alu case,no,n/a,no,no
Denshi Electronic Corne High Profile Configured 4,$185,n/a,n/a,no,no,Alu case,no,n/a,no,no
Denshi Electronic DE64,$64,"60%,",n/a,no,no,Alu case,no,n/a,no,no
Denshi Electronic KF068 ARTIC,$154,"65%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,yes
Denshi Electronic KF068 GRAPHITE,$154,"65%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,yes
Denshi Electronic KF068 HAMMERHEAD,$154,"65%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,yes
Denshi Electronic KF068 MACAW,$154,"65%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,yes
Denshi Electronic KF068 OLIVIA,$154,"65%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,yes
Denshi Electronic KF068 RUDY,$154,"65%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,yes
Denshi Electronic KF068 SAMURAI,$154,"65%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,yes
Denshi Electronic XD87 JAPANESE WOB KEYBOARAD,$207,"80%,",n/a,no,yes,n/a,yes,n/a,no,no
Denshi Electronic YMD75 V3,$174,"75%,",n/a,no,yes,n/a,yes,"Wired,",no,no
Design Roost DRK601R Adapting,$169,"64%,",Gasket Mount,yes,no,"Alu case,",no,"Wireless,",no,no
Desktop Lab Coder 66,$255,"66%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Desktop Tribe DT60 Adapt to,$159,"60%,",Gasket Mount,yes,yes,"Alu case,",yes,"Wired,",no,no
Double shell DS102i,$119,"100%,",n/a,no,no,Alu case,yes,"Wireless,",no,no
Double shell DoubleShell DS84i,$99,"75%,",n/a,no,yes,n/a,yes,"Wireless,",no,yes
Double shell F96,$159,"96%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
DrunkDeer A75,$129,"75%,",n/a,yes,no,n/a,yes,"Wired,",no,no
DrunkDeer A75 ActuationDistanceAdjustable,$199,"75%,",n/a,yes,no,Alu case,no,"Wired,",no,no
DrunkDeer A75 Pro ActuationDistanceAdjustable,$139,"75%,",Tray Mount,yes,no,"Alu case,",yes,"Wired,",no,no
DrunkDeer G60 Rapid Trigger,$98,"60%,",Tray Mount,yes,no,n/a,yes,"Wired,",no,no
DrunkDeer G65 ActuationDistanceAdjustable,$145,"65%,",Tray Mount,yes,no,"Alu case,",no,"Wired,",no,no
DrunkDeer G65 Rapid Trigger,$117,"65%,",Tray Mount,yes,no,n/a,yes,"Wired,",no,no
DrunkDeer G75 Rapid Trigger Adjustable,$139,"75%,",Tray Mount,yes,no,n/a,yes,"Wired,",no,no
Dskeyboard DS Pixel,$349,"75%,",Top Mount,no,yes,n/a,yes,"Wireless,",yes,no
Ducky Bethesda One 3 Fallout Edition,$179,"100%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky Bethesda One 3 SF Doom Edition,$109,"65%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky Bethesda Tinker 75 Fallout Nuka Cola ProjectD,$159,"75%,",Plate Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Ducky Blackout One 2 Mini,$99,"60%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky Creator Mecha Mini,$129,"60%,",Plate Mount,no,no,"Alu case,",yes,"Wired,",no,no
Ducky Dimanche Peter Pan One 2 Pro,$114,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky FaZe Clan One 3 Mini Aura FaZe,$139,"60%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky Frozen Llama Mecha Mini v2,$149,"60%,",Plate Mount,no,no,"Alu case,",yes,"Wired,",no,no
Ducky Frozen Llama One 2 Mini,$119,"60%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky MIYA Pro Koi,$126,"65%,",Plate Mount,no,no,n/a,no,n/a,no,no
Ducky MIYA Pro Panda French,$139,"65%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky MIYA Pro Sakura R2,$139,"65%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Ducky MIYA Summit,$149,"65%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky Mecha Mini v2,$95,"60%,",Plate Mount,no,no,"Alu case,",yes,"Wired,",no,no
Ducky Mecha SF Pro,$129,"65%,",Plate Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Ducky Miya Moonlight,$109,"65%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky Miya Pro,$109,"65%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky Miya Pro Beijing Opera,$135,"65%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky Miya Pro CMYK,$119,"65%,",Plate Mount,no,no,n/a,no,n/a,no,no
Ducky Miya Pro Dreams,$109,"65%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky Miya Pro Holy Flame,$119,"65%,",Plate Mount,no,no,n/a,no,n/a,no,no
Ducky Miya Pro Panda R2,$116,"65%,",Plate Mount,no,no,n/a,no,n/a,no,no
Ducky Miya Pro Pyroxene,$109,"65%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky Miya Pro Sakura,$119,"65%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky Miya Pro Sakura Round 2,$102,"65%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky Miya Pro Sea Melody,$109,"65%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Ducky Miya Summit R2,$144,"65%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Ducky One,$89,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky One 2,$94,"100%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky One 2 Bon Voyage,$99,"100%,",Plate Mount,no,no,n/a,no,n/a,no,no
Ducky One 2 Edition,$94,"100%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky One 2 Good in,$99,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky One 2 Horizon,$99,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky One 2 Mini Pro Classic,$79,"60%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky One 2 Mini Pro Pure,$79,"60%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky One 2 Mini Pure,$99,"60%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky One 2 Mini v2,$79,"60%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky One 2 Phantom,$90,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky One 2 Pro Classic,$99,"100%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky One 2 Pro Edition,$99,"100%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky One 2 Pure,$104,"100%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky One 2 SF,$89,"65%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky One 2 SF Pure,$87,"65%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky One 2 Skyline,$99,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky One 2 Tuxedo,$95,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky One 3,$129,"80%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 Aura Clear,$104,"80%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 Carbon,$84,"100%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Ducky One 3 Classic,$119,"80%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 Cosmic,$119,"80%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 Daybreak,$109,"100%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 Daybreak SF,$103,"65%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 Gossamer,$109,"80%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Ducky One 3 Matcha,$109,"80%,",Plate Mount,no,yes,n/a,no,"Wired,",no,no
Ducky One 3 Mini,$79,"60%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 Mini Aura Clear,$94,"60%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 Mini Classic,$94,"60%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 Mini Cosmic,$99,"60%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 Mini Daybreak,$94,"60%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 Mini Mist,$99,"60%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 Mini Pro Nazca Triple Shot,$109,"60%,",PCB Mount,no,yes,PCB Mount,yes,"Wired,",no,no
Ducky One 3 Mini Pure,$99,"60%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 Mist,$119,"80%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 Pro Nazca Triple Shot,$149,"100%,",PCB Mount,no,yes,PCB Mount,yes,"Wired,",no,no
Ducky One 3 Pure,$119,"80%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 SF,$89,"65%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 SF Aura Clear,$103,"65%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 SF Classic,$109,"65%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 SF Cosmic,$109,"65%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 SF Frozen Llama,$134,"65%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 SF Mist,$109,"65%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One 3 SF Pure,$109,"65%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky One Rainbow,$109,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky One X Inductive,$179,"100%,",Plate Mount,yes,no,n/a,yes,"Wireless,",no,no
Ducky One X Mini Inductive,$139,"60%,",Gasket Mount,yes,yes,n/a,yes,"Wireless,",no,no
Ducky Origin,$74,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky Origin Vintage,$74,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky Outlaw 65,$254,"65%,",Plate Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Ducky SOU・SOU One 2,$109,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Ducky SOU・SOU One 2 Mini,$109,"60%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky Shiba Says One 2,$144,"100%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky Shine 6,$159,"100%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky Shine 6 Golden,$189,"100%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky Shine 7 Blackout Exclusive First Release,$139,"100%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky Shine 7 Christmas Edition,$179,"100%,",Plate Mount,no,no,"Alu case,",yes,"Wired,",no,no
Ducky Shine 7 Gunmetal,$169,"100%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky Strawberry Frog One 3,$154,"80%,",Plate Mount,no,yes,n/a,yes,n/a,no,no
Ducky Strawberry Frog One 3 Mini,$111,"60%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky Tinker 65 POM Edition ProjectD,$124,"65%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky Tinker 65 ProjectD,$64,"65%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky Tinker 75 ProjectD,$74,"75%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Ducky Year of the Dog,$229,"100%,",Plate Mount,no,no,n/a,yes,n/a,no,no
Ducky Year of the Dragon Zodiac,$299,"65%,",Gasket Mount,yes,yes,"Alu case,",yes,"Wired,",no,no
Ducky Year of the Pig,$219,"65%,",Plate Mount,no,no,"Alu case,",yes,n/a,no,no
Ducky Year of the Rat,$199,"60%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Ducky Year of the Rooster,$199,"100%,",Plate Mount,no,no,n/a,yes,n/a,no,no
Ducky Zero 6108,$99,"100%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Ducky Zero 6108 Classic,$99,"100%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Dukharo VN66,$45,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Dukharo VN66SE,$85,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Dukharo VN80 Pro,$107,"80%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Dukharo VN96,$115,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Durgod Hi Keys,$119,"75%,",n/a,no,no,n/a,no,"Wireless,",no,yes
Durgod K100,$79,"80%,",Gasket Mount,yes,yes,n/a,yes,"Wireless,",no,yes
Durgod K310 Taurus,$112,"100%,",n/a,no,no,n/a,no,Wired,no,no
Durgod K320/K310 Light,$100,"100%,",n/a,no,no,n/a,no,"Wired,",no,no
Durgod K330W,$132,"60%,",n/a,no,no,n/a,no,"Wireless,",no,no
Durgod K330W PLUS,$109,"60%,",n/a,no,yes,Alu case,no,"Wireless,",no,no
Durgod K610W/K620W,$120,"100%,",n/a,no,yes,n/a,no,"Wireless,",no,no
Durgod K610W/K620W Backlight,$139,"100%,",n/a,no,yes,n/a,no,"Wireless,",no,no
Durgod K615W,$149,"100%,",Sandwich Mount,no,yes,n/a,no,"Wireless,",no,no
Durgod S230,$109,"65%,",n/a,no,no,Alu case,no,"Wireless,",no,no
Durgod Taurus 310 Nebula,$125,"100%,",n/a,no,no,n/a,yes,"Wired,",no,no
Durgod Taurus K320/K310 87,$109,"100%,",n/a,no,no,n/a,no,"Wired,",no,no
Dwarf Wangchuan GuangQi40,$193,"40%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Dygma Defy,$449,n/a,n/a,no,yes,Alu case,yes,"Wireless,",no,no
Dygma Raise 2,$449,n/a,n/a,no,yes,n/a,yes,"Wireless,",no,no
Endgame Gear KB65HE Rapid Trigger HE,$99,"65%,",Plate Mount,yes,yes,"Alu case,",yes,"Wired,",no,no
Epomaker ATO87 HE Series,$39,"80%,",n/a,yes,no,n/a,yes,"Wired,",no,no
Epomaker Alice 60,$549,"60%,",Gasket Mount,no,yes,n/a,no,"Wireless,",no,no
Epomaker Alice 66,$76,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Epomaker Aura75,$53,"75%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,yes
Epomaker Brick 87,$49,"80%,",n/a,no,yes,n/a,yes,"Wireless,",no,yes
Epomaker Carbon60,$129,"60%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
Epomaker Cypher 21,$39,n/a,n/a,no,yes,n/a,no,"Wireless,",no,yes
Epomaker Cypher 81,$89,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Epomaker Cypher 96,$76,"96%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Epomaker DynaTab 75,$89,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Epomaker DynaTab 75X,$70,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,no
Epomaker EA75,$79,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Epomaker EK21,$39,n/a,Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Epomaker EK21X,$69,n/a,Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,yes
Epomaker EK68,$45,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Epomaker EK75,$75,"75%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Epomaker EK98,$82,"98%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Epomaker EP64,$45,"60%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
Epomaker EP84,$39,"75%,",n/a,no,yes,n/a,yes,"Wired,",no,no
Epomaker EP84 Plus,$59,"75%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
Epomaker F65,$59,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Epomaker F65 Pro,$65,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Epomaker F99 Pro,$85,"96%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Epomaker Fighting68 HE Series,$37,"65%,",n/a,yes,yes,n/a,yes,"Wired,",no,no
Epomaker G84,$79,"80%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Epomaker Galaxy100,$90,"100%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Epomaker Galaxy70,$85,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Epomaker HE65 Mag,$99,"65%,",Gasket Mount,yes,yes,n/a,yes,"Wireless,",yes,yes
Epomaker HE65 Mec,$75,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Epomaker HE68,$54,n/a,Gasket Mount,yes,no,n/a,yes,"Wired,",no,no
Epomaker HE75 Mag,$80,"75%,",Gasket Mount,yes,yes,n/a,yes,"Wireless,",no,yes
Epomaker HE75 Tri,$79,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Epomaker Hack 59,$69,"60%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Epomaker High65 V2,$111,"65%,",Gasket Mount,no,yes,"Alu case,",no,"Wired,",no,no
Epomaker Luma84,$104,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Epomaker Magcore 87,$199,"85%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Epomaker Magforce 68,$159,"65%,",Top Mount,yes,no,"Alu case,",yes,"Wired,",no,no
Epomaker Mini Panda 64,$52,"60%,",Plate Mount,no,yes,n/a,yes,"Wired,",no,no
Epomaker P65,$107,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Epomaker P75,$80,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Epomaker P87,$126,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Epomaker Pastel64,$40,"60%,",n/a,no,no,n/a,yes,"Wired,",no,no
Epomaker RT100,$105,"90%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Epomaker RT65,$63,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,no
Epomaker RT80,$86,"80%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,no
Epomaker ShadowX,$43,"70%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Epomaker Split 65,$119,"65%,",Top Mount,no,yes,n/a,yes,"Wireless,",no,no
Epomaker TH40,$79,"40%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Epomaker TH66 Pro,$28,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Epomaker TH66 Regular Version,$28,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Epomaker TH80 Pro,$50,"80%,",Plate Mount,no,yes,n/a,yes,"Wireless,",no,yes
Epomaker TH80 Pro V2,$50,"80%,",Gasket Mount,no,yes,n/a,no,"Wireless,",yes,no
Epomaker TH80X,$99,"80%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Epomaker TH85,$79,"85%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Epomaker TH99,$66,"96%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Epomaker Tide Alice,$129,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Epomaker Tide49,$119,"40%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Epomaker Tide65,$60,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Epomaker Tide75,$119,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Epomaker X F108 Pro,$94,"100%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Epomaker X F75 Max,$79,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Ergodox 76 Hot Dox V2,$161,n/a,n/a,no,yes,Alu case,yes,n/a,yes,no
Everglide AE68,$119,"65%,",Top Mount,yes,yes,"Alu case,",yes,"Wired,",no,no
Everglide SK68,$199,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Everglide SK87,$279,"80%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Evoworks Evo80,$169,"80%,",Plate Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Fancy Alice66,$99,"65%,",Gasket Mount,no,yes,n/a,yes,n/a,no,no
Fancy NT Pad,$45,n/a,Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Fancy V81 Plus,$149,"75%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",yes,no
Fantech MAXFIT70 MK911,$59,"65%,",Top Mount,no,yes,"Alu case,",no,"Wireless,",no,yes
Fantech MAXFIT81 MK910,$88,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",yes,yes
Fantech MAXFIT81 MK910 VIBE Edition,$109,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Feker Alice60 Rosewood Split,$501,"60%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Feker Alice75,$109,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Feker Alice75 Pro,$139,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Feker Alice80,$83,"80%,",Gasket Mount,no,no,n/a,yes,"Wired,",no,no
Feker Alice80 2025 Upgrade,$79,"80%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Feker Alice80 Corgi,$169,"80%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Feker Alice80 Upgrade: Silent Office Use,$119,"80%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Feker Alice98,$134,"98%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Feker Galaxy100,$119,"98%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Feker Galaxy80,$59,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Feker IK105/IK85 Series,$69,"100%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Feker IK75 Pro,$58,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Feker IK85 Plus,$59,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Feker JEET65 HE,$120,"65%,",n/a,yes,no,Alu case,yes,"Wired,",no,no
Feker JJK21 Numpad,$39,n/a,Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Feker K75,$89,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,no
Fiio KB3 Audio,$99,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Filco Majestouch 2,$189,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Filco Majestouch 2 HAKUA,$139,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Filco Majestouch 2SC,$139,"80%,",Plate Mount,no,no,n/a,no,n/a,no,no
Filco Majestouch 2SS,$149,"100%,",Plate Mount,no,no,n/a,no,n/a,no,no
Filco Majestouch 3,$125,"80%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Filco Majestouch 3 Ninja Laser Engraved,$129,"80%,",Plate Mount,no,no,n/a,no,n/a,no,no
Filco Majestouch Convertible 2,$259,"80%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Filco Majestouch Convertible 3,$129,"100%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Filco Majestouch Convertible 3 HAKUA,$160,"100%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Filco Majestouch Convertible 3X,$149,"100%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Filco Majestouch Minila R Convertible Asagi,$99,"60%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Filco Majestouch Minila R Convertible Matte,$99,"60%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Filco Majestouch Minila R Convertible Sky,$99,"60%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Filco Majestouch Ninja,$169,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Filco Majestouch Numpad Camouflage R,$69,n/a,Plate Mount,no,no,n/a,no,"Wired,",no,no
Filco Majestouch Stingray,$144,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Filco Majestouch Stingray Ninja,$132,"80%,",Plate Mount,no,no,n/a,no,n/a,no,no
Filco Majestouch TKSP Combo,$94,n/a,Plate Mount,yes,no,n/a,no,"Wired,",no,no
Filco Majestouch Xacro M10SP Split,$104,n/a,Plate Mount,no,no,n/a,no,"Wired,",no,no
Filco Majestouch Xacro M3A,$104,"65%,",Plate Mount,no,no,n/a,no,n/a,no,no
Filco Stingray,$144,"80%,",Plate Mount,no,no,n/a,no,n/a,no,no
Filco XACRO M3A,$269,"65%,",n/a,no,no,n/a,no,n/a,no,yes
Firstblood B21 Retro,$75,"65%,",n/a,no,no,Alu case,no,"Wireless,",no,no
Firstblood B6 Macro Wirelss Macro Pad,$38,n/a,n/a,no,no,n/a,no,"Wireless,",no,no
Firstblood B67,$169,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Firstblood B67 Acrylic,$199,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Firstblood B67 Mojito,$189,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Firstblood B81,$189,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Firstblood B81 Crystal,$149,"75%,",Gasket Mount,no,yes,n/a,no,"Wireless,",no,yes
Fly vision Out of Stock Fly65,$179,"65%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Fl·esports CMK68,$129,"65%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
